Model,mae,rmse,mse,r2,r2_train,train_test_r2_diff
Linear_Regression,0.08729437934732509,0.14475614626665564,0.020954341881973402,0.997818343027773,1.0,0.002181656972227053
Ridge_Regression,0.16748390262613697,0.23151329403195492,0.053598405313526415,0.9944196131135427,0.9997294164385896,0.005309803325046936
XGBoost,0.30356493308018917,0.38093951628939554,0.14511491507079866,0.9848913906234055,0.9999889928306266,0.015097602207221117
Random_Forest,0.554530510081905,0.7220838196930457,0.5214050426624989,0.9457140217962371,0.9858757770273653,0.04016175523112819
Decision_Tree,0.9383726607377817,1.1106456950003236,1.2335338598227517,0.8715708772473718,0.9721127188920811,0.10054184164470925
Lasso_Regression,0.9868509997158857,1.1610107883068996,1.3479460505650087,0.8596588756657161,0.8596615267996195,2.6511339034085424e-06
KNN,1.0963852999243093,1.3013355952320345,1.6934743314179135,0.8236842701510051,0.8525827967244652,0.028898526573460148
Mean_Baseline,2.634287746467916,3.099187713276316,9.60496448212288,-1.8890998618514843e-05,0.0,1.8890998618514843e-05
Median_Baseline,2.668362319867458,3.1054890600122476,9.644062301855753,-0.0040895524156912,-0.006287162216903175,-0.002197609801211975
