city,year,month,tavg,tmin,tmax,prcp,wspd,pres,n_days,n_rows,data_coverage,EHF_max,EHF_mean,ehf_thr,risk_now,risk_next,owid_surface_temp,wb_pop_density,wb_urban_pct,date,tavg_lag1,tavg_lag2,tmax_lag1,tmax_lag2,prcp_lag1,prcp_lag2,wspd_lag1,wspd_lag2,EHF_max_lag1,EHF_max_lag2,owid_surface_temp_lag1,owid_surface_temp_lag2,month_sin,month_cos,y
Faisalabad,2022,6,33.943333333333335,26.743333333333332,40.86,79.3,8.139999999999999,998.1233333333333,30,30,1.0,4.7246666666666455,-1.359988888888889,-1.631733333333325,1,0,29.25113,316.133077781237,37.731,2022-06-01,34.435483870967744,31.86,42.13225806451613,40.94666666666667,8.6,0.4,9.85483870967742,7.833333333333333,4.433333333333321,-1.5195555555555444,28.645155,25.759697,1.2246467991473532e-16,-1.0,0
Faisalabad,2022,7,30.806451612903224,27.038709677419355,35.55483870967742,240.5,7.690322580645161,1000.1419354838711,31,31,1.0,-1.8333333333333286,-4.765673835125445,-1.631733333333325,0,0,27.58661,316.133077781237,37.731,2022-07-01,33.943333333333335,34.435483870967744,40.86,42.13225806451613,79.3,8.6,8.139999999999999,9.85483870967742,4.7246666666666455,4.433333333333321,29.25113,28.645155,-0.4999999999999998,-0.8660254037844388,0
Faisalabad,2022,8,30.87741935483871,26.57741935483871,35.8258064516129,57.099999999999994,7.264516129032257,1001.0935483870968,31,31,1.0,-4.533333333333328,-5.602670250896057,-1.631733333333325,0,0,26.647755,316.133077781237,37.731,2022-08-01,30.806451612903224,33.943333333333335,35.55483870967742,40.86,240.5,79.3,7.690322580645161,8.139999999999999,-1.8333333333333286,4.7246666666666455,27.58661,29.25113,-0.8660254037844384,-0.5000000000000004,0
Faisalabad,2022,9,30.94333333333333,25.683333333333334,36.61666666666667,22.2,6.5600000000000005,1004.0066666666667,30,30,1.0,-3.566666666666663,-5.06075555555555,-1.631733333333325,0,0,26.483332,316.133077781237,37.731,2022-09-01,30.87741935483871,30.806451612903224,35.8258064516129,35.55483870967742,57.099999999999994,240.5,7.264516129032257,7.690322580645161,-4.533333333333328,-1.8333333333333286,26.647755,27.58661,-1.0,-1.8369701987210297e-16,0
Faisalabad,2022,10,26.206451612903226,19.748387096774195,33.54516129032258,1.2,6.196774193548387,1010.7903225806451,31,31,1.0,-5.633333333333326,-9.420430107526874,-1.631733333333325,0,0,21.493948,316.133077781237,37.731,2022-10-01,30.94333333333333,30.87741935483871,36.61666666666667,35.8258064516129,22.2,57.099999999999994,6.5600000000000005,7.264516129032257,-3.566666666666663,-4.533333333333328,26.483332,26.647755,-0.8660254037844386,0.5000000000000001,0
Faisalabad,2022,11,19.206666666666667,13.483333333333333,26.753333333333334,28.1,6.65,1015.1766666666666,30,30,1.0,-11.06666666666666,-16.32888888888888,-1.631733333333325,0,0,15.727745,316.133077781237,37.731,2022-11-01,26.206451612903226,30.94333333333333,33.54516129032258,36.61666666666667,1.2,22.2,6.196774193548387,6.5600000000000005,-5.633333333333326,-3.566666666666663,21.493948,26.483332,-0.5000000000000004,0.8660254037844384,0
Faisalabad,2022,12,14.187096774193549,8.2,21.970967741935485,12.3,5.645161290322581,1016.7451612903226,31,31,1.0,-18.799999999999994,-21.444086021505367,-1.631733333333325,0,0,10.652929,316.133077781237,37.731,2022-12-01,19.206666666666667,26.206451612903226,26.753333333333334,33.54516129032258,28.1,1.2,6.65,6.196774193548387,-11.06666666666666,-5.633333333333326,15.727745,21.493948,-2.4492935982947064e-16,1.0,0
Faisalabad,2023,1,10.841935483870968,5.248387096774193,18.18064516129032,38.5,6.364516129032258,1019.1967741935483,31,31,1.0,-24.133333333333326,-27.766014336917568,-1.631733333333325,0,0,7.471253,321.067474833956,38.04,2023-01-01,14.187096774193549,19.206666666666667,21.970967741935485,26.753333333333334,12.3,28.1,5.645161290322581,6.65,-18.799999999999994,-11.06666666666666,10.652929,15.727745,0.49999999999999994,0.8660254037844387,0
Faisalabad,2023,2,18.275,11.189285714285715,26.610714285714288,5.4,7.492857142857143,1015.0749999999999,28,28,1.0,-26.494666666666777,-68.13371825396833,-1.631733333333325,0,0,14.957743,321.067474833956,38.04,2023-02-01,10.841935483870968,14.187096774193549,18.18064516129032,21.970967741935485,38.5,12.3,6.364516129032258,5.645161290322581,-24.133333333333326,-18.799999999999994,7.471253,10.652929,0.8660254037844386,0.5000000000000001,0
Faisalabad,2023,3,20.729032258064517,14.845161290322581,27.458064516129035,87.1,7.651612903225806,1013.3387096774194,31,31,1.0,-13.56666666666666,-22.71844802867385,-1.631733333333325,0,0,17.776724,321.067474833956,38.04,2023-03-01,18.275,10.841935483870968,26.610714285714288,18.18064516129032,5.4,38.5,7.492857142857143,6.364516129032258,-26.494666666666777,-24.133333333333326,14.957743,7.471253,1.0,6.123233995736766e-17,0
Faisalabad,2023,4,25.466666666666665,18.34333333333333,33.156666666666666,16.8,8.95,1009.2233333333334,30,30,1.0,-11.699999999999992,-28.02633703703704,-1.631733333333325,0,0,21.630358,321.067474833956,38.04,2023-04-01,20.729032258064517,18.275,27.458064516129035,26.610714285714288,87.1,5.4,7.651612903225806,7.492857142857143,-13.56666666666666,-26.494666666666777,17.776724,14.957743,0.8660254037844387,-0.49999999999999983,0
Faisalabad,2023,5,29.548387096774192,22.738709677419354,36.41612903225807,11.0,9.63225806451613,1005.741935483871,31,31,1.0,-5.985777777777794,-10.80367741935483,-1.631733333333325,0,1,25.636436,321.067474833956,38.04,2023-05-01,25.466666666666665,20.729032258064517,33.156666666666666,27.458064516129035,16.8,87.1,8.95,7.651612903225806,-11.699999999999992,-13.56666666666666,21.630358,17.776724,0.49999999999999994,-0.8660254037844387,1
Faisalabad,2023,6,32.43666666666667,26.336666666666666,38.67666666666666,58.3,8.926666666666668,1000.09,30,30,1.0,7.524444444444459,-4.398525925925915,-1.631733333333325,1,0,28.907427,321.067474833956,38.04,2023-06-01,29.548387096774192,25.466666666666665,36.41612903225807,33.156666666666666,11.0,16.8,9.63225806451613,8.95,-5.985777777777794,-11.699999999999992,25.636436,21.630358,1.2246467991473532e-16,-1.0,0
Faisalabad,2023,7,30.467741935483872,26.280645161290323,35.54838709677419,247.9,8.270967741935483,1000.2387096774194,31,31,1.0,-2.1333333333333186,-5.321505376344075,-1.631733333333325,0,0,28.608797,321.067474833956,38.04,2023-07-01,32.43666666666667,29.548387096774192,38.67666666666666,36.41612903225807,58.3,11.0,8.926666666666668,9.63225806451613,7.524444444444459,-5.985777777777794,28.907427,25.636436,-0.4999999999999998,-0.8660254037844388,0
Faisalabad,2023,8,32.42258064516129,27.741935483870968,37.76774193548387,18.4,8.516129032258064,999.8193548387097,31,31,1.0,-2.5533333333333235,-4.747903225806452,-1.631733333333325,0,0,28.656904,321.067474833956,38.04,2023-08-01,30.467741935483872,32.43666666666667,35.54838709677419,38.67666666666666,247.9,58.3,8.270967741935483,8.926666666666668,-2.1333333333333186,7.524444444444459,28.608797,28.907427,-0.8660254037844384,-0.5000000000000004,0
Faisalabad,2023,9,30.313333333333333,25.276666666666664,35.983333333333334,45.7,8.246666666666666,1004.1366666666667,30,30,1.0,-2.9666666666666544,-5.303333333333324,-1.631733333333325,0,0,26.948635,321.067474833956,38.04,2023-09-01,32.42258064516129,30.467741935483872,37.76774193548387,35.54838709677419,18.4,247.9,8.516129032258064,8.270967741935483,-2.5533333333333235,-2.1333333333333186,28.656904,28.608797,-1.0,-1.8369701987210297e-16,0
Faisalabad,2023,10,24.864516129032257,18.91290322580645,31.719354838709677,32.800000000000004,7.035483870967742,1011.7806451612903,31,31,1.0,-6.566666666666659,-10.854838709677407,-1.631733333333325,0,0,21.91602,321.067474833956,38.04,2023-10-01,30.313333333333333,32.42258064516129,35.983333333333334,37.76774193548387,45.7,18.4,8.246666666666666,8.516129032258064,-2.9666666666666544,-2.5533333333333235,26.948635,28.656904,-0.8660254037844386,0.5000000000000001,0
Faisalabad,2023,11,19.470000000000002,14.106666666666666,26.483333333333334,22.1,5.71,1016.6333333333333,30,30,1.0,-11.833333333333325,-16.101111111111102,-1.631733333333325,0,0,16.13694,321.067474833956,38.04,2023-11-01,24.864516129032257,30.313333333333333,31.719354838709677,35.983333333333334,32.800000000000004,45.7,7.035483870967742,8.246666666666666,-6.566666666666659,-2.9666666666666544,21.91602,26.948635,-0.5000000000000004,0.8660254037844384,0
Faisalabad,2023,12,14.783870967741937,8.587096774193547,22.848387096774193,1.6,5.848387096774194,1018.4064516129032,31,31,1.0,-18.433333333333323,-20.817204301075257,-1.631733333333325,0,0,11.426407,321.067474833956,38.04,2023-12-01,19.470000000000002,24.864516129032257,26.483333333333334,31.719354838709677,22.1,32.800000000000004,5.71,7.035483870967742,-11.833333333333325,-6.566666666666659,16.13694,21.91602,-2.4492935982947064e-16,1.0,0
Faisalabad,2024,1,9.383870967741935,5.148387096774194,16.34516129032258,7.5,4.851612903225806,1019.2451612903226,31,31,1.0,-24.69999999999999,-35.51196774193549,-1.631733333333325,0,0,9.4178095,,38.365,2024-01-01,14.783870967741937,19.470000000000002,22.848387096774193,26.483333333333334,1.6,22.1,5.848387096774194,5.71,-18.433333333333323,-11.833333333333325,11.426407,16.13694,0.49999999999999994,0.8660254037844387,0
Faisalabad,2024,2,15.079310344827586,8.413793103448276,22.606896551724137,10.4,7.886206896551724,1017.5137931034483,29,29,1.0,-20.133333333333326,-59.70683524904225,-1.631733333333325,0,0,11.948232,,38.365,2024-02-01,9.383870967741935,14.783870967741937,16.34516129032258,22.848387096774193,7.5,1.6,4.851612903225806,5.848387096774194,-24.69999999999999,-18.433333333333323,9.4178095,11.426407,0.8660254037844386,0.5000000000000001,0
Faisalabad,2024,3,20.05806451612903,13.641935483870967,27.219354838709677,63.0,9.203225806451613,1013.7,31,31,1.0,-19.733333333333324,-45.9358996415771,-1.631733333333325,0,0,16.69687,,38.365,2024-03-01,15.079310344827586,9.383870967741935,22.606896551724137,16.34516129032258,10.4,7.5,7.886206896551724,4.851612903225806,-20.133333333333326,-24.69999999999999,11.948232,9.4178095,1.0,6.123233995736766e-17,0
Faisalabad,2024,4,25.36,18.23,32.96333333333333,23.0,9.94,1008.58,30,30,1.0,-10.49999999999999,-20.435492592592617,-1.631733333333325,0,1,21.200432,,38.365,2024-04-01,20.05806451612903,15.079310344827586,27.219354838709677,22.606896551724137,63.0,10.4,9.203225806451613,7.886206896551724,-19.733333333333324,-20.133333333333326,16.69687,11.948232,0.8660254037844387,-0.49999999999999983,1
