,Sample_Size,Pct_HeartDisease,Pct_HeartAttack,Pct_Stroke,Pct_Asthma,Pct_Diabetes,Pct_COPD,Pct_Depression,Pct_KidneyDisease,Pct_Arthritis,Pct_HighBP,Pct_HighChol,Pct_Smoker,Pct_HeavyDrinker,Pct_PhysicalActivity,Pct_Obesity,Pct_AnyHealthcare,Avg_BMI,Avg_Age,Avg_TotalUnhealthyDays,Avg_SleepHours,Avg_MultiMorbidity_Index,Avg_CardioRisk_Score,Avg_LifestyleRisk_Score,Avg_HealthcareAccess_Score,Avg_HealthyDiet_Score,BMI_Variance,Diabetes_HighBP_Correlation,State_Avg_AQI,State_Max_AQI,State_Unhealthy_Days_Pct,State_AQI_Severity,Asthma_AQI_Interaction,COPD_AQI_Interaction,Cardio_Environmental_Risk,Pct_Diabetes_norm,Pct_HighBP_norm,State_Unhealthy_Days_Pct_norm,SocioEnvironmental_Vulnerability
Pct_HighBP,0.25012905659204837,-0.7524394722343342,-0.6649934066030445,-0.8011408808148545,0.03510547706871146,-0.8446807941778012,-0.6977511735018532,-0.12056178383374888,-0.5631194931921851,-0.7367975843861584,1.0,-0.8223912479032135,0.33516665954346114,-0.17420947850542212,0.6425795716161393,0.5928198054380348,,-0.6767788522619363,-0.5023958495947956,-0.5832493841043576,,-0.7316697607691579,0.2075232371306717,-0.4227453883540829,,,-0.6135313180750107,0.30120057065912875,-0.3254054115483364,0.25531357043988584,0.30306166109797594,-0.10859328686217101,-0.2152592287331807,-0.8311940465046865,-0.856400830248966,-0.844680794177801,0.9999999999999998,0.303061661097976,0.2871712409765066
Pct_HighChol,-0.11872985403638399,0.6867718382387896,0.5468881081243646,0.5980493842174887,0.04485385409430027,0.7008954037025065,0.5799683314939692,-0.03501673339684628,0.6443716093756501,0.6317166663686279,-0.8223912479032135,1.0,-0.272431439793714,-0.004385404131033189,-0.5338250401396467,-0.36200801619983974,,0.39687814085873724,0.5308960579505362,0.5002017908745041,,0.6025293485184918,0.14230070016848634,0.31140215703481455,,,0.3680368365176507,-0.2252663329529165,0.34643208639034884,-0.056713139310114936,-0.23838068336350177,0.07135492498770575,0.29687236238783765,0.716552953994845,0.7327305865944452,0.7008954037025064,-0.822391247903214,-0.2383806833635018,-0.21289951646425684
Pct_Smoker,0.09207858822506892,-0.5543722443664737,-0.588812559572944,-0.5209097150446831,0.16259945354166977,-0.394057707095261,-0.5946438761577127,-0.3531063093050367,-0.5275516366184444,-0.3740347728291999,0.33516665954346114,-0.272431439793714,1.0,0.22118897478467162,0.1711042722426706,0.4169987018180326,,-0.5122768144746166,0.02890609511873834,0.03071895011841953,,-0.5073412488775922,0.7198341859609598,0.3288125588113597,,,-0.5767499608475658,0.2646667828600552,-0.2951305940500797,0.08270658815271507,-0.030931821288282944,-0.26233805410951166,-0.24769949155604046,-0.6540830892646176,-0.6261479476206567,-0.39405770709526045,0.3351666595434607,-0.030931821288282958,-0.0638332328101318
Pct_HeavyDrinker,-0.21469702613864725,0.14020840181915864,0.2148328428106056,0.07469633327752324,0.173079328273043,0.23739277123904856,0.18170119041926416,0.20604095598536842,0.02554359592089491,0.14898060681799669,-0.17420947850542212,-0.004385404131033189,0.22118897478467162,1.0,-0.42914786254072085,-0.18298756994770798,,0.326166913113076,-0.16689069459631548,0.33488586353180233,,0.23082771474573566,0.03219994410258345,0.7111260272225619,,,0.23599047733075862,-0.09487178816756904,-0.11972903786297036,-0.12941075135891722,-0.1404602962833624,-0.05543542494241578,-0.14117628818562672,0.12801227497614925,0.06691075177476465,0.2373927712390489,-0.17420947850542223,-0.14046029628336237,-0.010469343884262494
Pct_PhysicalActivity,0.27388395988787073,-0.49872829180799505,-0.3964385643039172,-0.30481551628783565,-0.06925155448642502,-0.7632275504681331,-0.35157110699113836,0.08449153015380399,-0.2987036356607586,-0.23627299274632127,0.6425795716161393,-0.5338250401396467,0.1711042722426706,-0.42914786254072085,1.0,0.5732161081415595,,-0.6340097358169298,-0.0014468173459822012,-0.7934454326526716,,-0.3761482977983992,-0.06737599338714187,-0.843334064416637,,,-0.5008556385783058,0.49750109075078897,-0.4612654355668784,0.19704264221785178,0.10234143498503696,-0.3208470741821656,-0.2136041940573781,-0.7805092078526922,-0.8316424427044908,-0.7632275504681332,0.6425795716161394,0.10234143498503695,-0.15391183332290606
Pct_Obesity,0.011883061625555105,-0.5090761980928,-0.44963090763501995,-0.36473446536515075,0.18307105614695268,-0.5762984121905715,-0.45263187567777646,-0.12506338034338238,-0.29272931199653784,-0.3992295018565614,0.5928198054380348,-0.36200801619983974,0.4169987018180326,-0.18298756994770798,0.5732161081415595,1.0,,-0.9301500392673023,-0.09371435818849556,-0.48376087624273795,,-0.43264922145938384,0.37852695641983275,-0.3375416808867759,,,-0.6880010943823284,0.17471148045311796,-0.4425412003326896,-0.16428261670008312,-0.23281908865678727,-0.4714377798662753,-0.18479526892461381,-0.5875704631166851,-0.6475730307224563,-0.5762984121905719,0.5928198054380348,-0.23281908865678735,-0.15905681494110768
Pct_AnyHealthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avg_BMI,-0.12231549839952444,0.5887724297671993,0.5411978123427704,0.5064227710545068,-0.10225029982767661,0.6744347004310774,0.5800802196284189,0.25247137745756526,0.37657477454456106,0.47518060134592505,-0.6767788522619363,0.39687814085873724,-0.5122768144746166,0.326166913113076,-0.6340097358169298,-0.9301500392673023,,1.0,0.02147383651847652,0.44725796293607273,,0.565431721183794,-0.47520296913919113,0.3878795780357057,,,0.8739543489265853,-0.29004881075139316,0.3720962905960727,0.0101061490905456,0.07161556770601175,0.4013435149387801,0.18769940959279252,0.671345861161417,0.6918296399602978,0.6744347004310772,-0.6767788522619363,0.07161556770601174,0.07712683183082109
Avg_Age,0.04335557481250956,0.5078055175320166,0.5160537846221234,0.45984275347423914,-0.07461098229694939,0.23004622558795745,0.40401969273912386,-0.035860586087326805,0.3789012650574958,0.6925958925134678,-0.5023958495947956,0.5308960579505362,0.02890609511873834,-0.16689069459631548,-0.0014468173459822012,-0.09371435818849556,,0.02147383651847652,1.0,0.3035419402224491,,0.446374466110242,0.06907806390290289,-0.03449170276590922,,,-0.080958157747749,0.26477964470254534,-0.08243754207864327,-0.07136026814295626,-0.17762688966301876,-0.29724532386720665,-0.09410071975269282,0.30673243131215555,0.3024453937630363,0.23004622558795731,-0.5023958495947957,-0.1776268896630187,-0.3558500058097337
Avg_TotalUnhealthyDays,-0.2738617108352429,0.4160284956606853,0.3771981388358135,0.27502151583416146,-0.1016052187717464,0.6586944725590116,0.26353949070622434,-0.3269448675434419,0.24624516901608018,0.28216168471713887,-0.5832493841043576,0.5002017908745041,0.03071895011841953,0.33488586353180233,-0.7934454326526716,-0.48376087624273795,,0.44725796293607273,0.3035419402224491,1.0,,0.26130459300565334,0.17603235951313173,0.7343858128689252,,,0.20773843160414773,-0.3240053728291984,0.19063717920666842,-0.1660001541337881,-0.1545080752637808,0.029619713610241568,-0.08928992352470998,0.5313666182244121,0.5706607244812177,0.6586944725590111,-0.5832493841043573,-0.15450807526378074,0.07320393018802195
