city,avg_expected_risk,max_extreme_prob,extreme_months
Multan,1.5507348750554308,0.9999999960121624,2
Karachi,1.494228354120267,0.8991321829418204,1
Islamabad,1.4419666023495452,0.9999507523523767,2
Rawalpindi,1.4419666023495452,0.9999507523523767,2
Lahore,1.4232701924077273,0.9999999682686577,2
Peshawar,1.3869168841895263,0.9999999818492912,2
Quetta,0.7385437533095841,0.10236956802332181,0
