,0
tavg_mean,0.18765432098765433
tmax_mean,0.1825102880658436
heat_lag_1,0.01275720164609051
heat_roll_std_6,0.007407407407407374
surface_temp_avg,0.006172839506172823
heat_roll_mean_3,0.004938271604938264
heat_lag_3,0.0010288065843621446
tavg_anom,0.0006172839506172719
pop_density,0.0
urban_pct,0.0
heat_roll_std_3,-0.0010288065843621446
heat_lag_6,-0.002057613168724289
heat_roll_mean_6,-0.004115226337448578
month_sin,-0.005761316872428009
month_cos,-0.009053497942386872
