city,avg_expected_risk,max_extreme_prob,extreme_months
Karachi,2.353986485120172,0.9963885434080201,21
Multan,2.1196241112549297,0.9984714230788686,18
Lahore,2.118373928610234,0.9984050740844624,18
Rawalpindi,2.0503976361680536,0.9977976687140149,15
Islamabad,2.038863362536479,0.9968146320832927,15
Peshawar,2.019103143392989,0.9982517689750684,15
Quetta,1.6515189459061523,0.9974292638467936,12
