city,avg_expected_risk,max_extreme_prob,extreme_months
Lahore,2.0217985970329995,0.9982045454733974,15
Multan,2.016254765192365,0.9983452293930899,15
Karachi,1.9475719027166116,0.9944100609303534,9
Peshawar,1.9007456560900395,0.9979758786586693,15
Islamabad,1.8958389263574285,0.9959701786315809,15
Rawalpindi,1.8914256397587093,0.9972736152956987,14
Quetta,1.542304199709881,0.9960413871337667,9
