city,avg_expected_risk,max_extreme_prob,extreme_months
Karachi,2.538949570578014,0.9970061963510908,24
Multan,2.333543342463156,0.9985392542773156,21
Lahore,2.3180168831103973,0.9985033689075622,21
Rawalpindi,2.1661673312296617,0.9980254572844807,18
Islamabad,2.1498902593825227,0.9971343885434278,18
Peshawar,2.127067559631458,0.9983866738650441,18
Quetta,1.7065560732546312,0.9978917823327155,12
