city,avg_expected_risk,max_extreme_prob,extreme_months
Multan,1.6908511599189833,0.9999999971018794,2
Karachi,1.6623397544719065,0.9999807315446301,2
Lahore,1.5351138977444674,0.9999999858790525,2
Islamabad,1.4399428473961748,0.9999996426899518,2
Rawalpindi,1.4399428473961748,0.9999996426899518,2
Peshawar,1.3874546592624413,0.9999999976905196,2
Quetta,0.8486246755784416,0.7627690376362437,1
